customer_id,first_order_date,last_order_date,dataset_end_date,days_since_last_order,total_orders,total_items,total_spend,average_order_value,spend_quintile,customer_segment
14315.0,2011-03-18,2011-10-26,2011-12-09,44,6,1021,2481.13,413.52,1,High-value active
13507.0,2011-07-17,2011-12-06,2011-12-09,3,4,1597,2479.16,619.79,1,High-value active
13588.0,2011-03-29,2011-11-24,2011-12-09,15,9,2606,2478.95,275.44,1,High-value active
17682.0,2010-12-06,2011-11-29,2011-12-09,10,6,1367,2474.33,412.39,1,High-value active
17188.0,2010-12-12,2011-11-28,2011-12-09,11,7,1328,2474.23,353.46,1,High-value active
14766.0,2010-12-08,2011-12-01,2011-12-09,8,6,1349,2473.37,412.23,1,High-value active
14502.0,2011-01-30,2011-11-20,2011-12-09,19,11,1498,2470.67,224.61,1,High-value active
17164.0,2011-03-11,2011-11-07,2011-12-09,32,7,1501,2467.35,352.48,1,High-value active
12455.0,2011-02-16,2011-09-27,2011-12-09,73,6,2089,2466.86,411.14,1,High-value active
15750.0,2010-12-08,2011-12-07,2011-12-09,2,8,1786,2465.48,308.19,1,High-value active
17131.0,2011-09-25,2011-12-04,2011-12-09,5,5,983,2463.17,492.63,1,High-value active
13784.0,2011-01-11,2011-11-30,2011-12-09,9,11,2493,2462.79,223.89,1,High-value active
15674.0,2011-03-30,2011-09-27,2011-12-09,73,5,1275,2446.60,489.32,1,High-value active
14163.0,2011-04-14,2011-09-13,2011-12-09,87,4,893,2445.91,611.48,1,High-value active
15527.0,2010-12-20,2011-11-21,2011-12-09,18,8,992,2429.78,303.72,1,High-value active
17071.0,2011-02-03,2011-11-11,2011-12-09,28,9,1197,2429.03,269.89,1,High-value active
13949.0,2011-09-06,2011-12-07,2011-12-09,2,6,2474,2427.32,404.55,1,High-value active
16143.0,2010-12-05,2011-12-06,2011-12-09,3,6,919,2424.94,404.16,1,High-value active
17722.0,2010-12-08,2011-09-04,2011-12-09,96,4,1595,2424.04,606.01,1,High-value at risk
15089.0,2011-08-03,2011-11-29,2011-12-09,10,6,1359,2420.84,403.47,1,High-value active
15373.0,2010-12-03,2011-12-01,2011-12-09,8,12,500,2415.91,201.33,1,High-value active
12397.0,2011-07-27,2011-11-04,2011-12-09,35,2,1263,2409.90,1204.95,1,High-value active
17589.0,2011-04-13,2011-10-10,2011-12-09,60,4,1631,2404.17,601.04,1,High-value active
15980.0,2011-03-30,2011-09-12,2011-12-09,88,3,1560,2398.86,799.62,1,High-value active
18065.0,2010-12-10,2011-12-04,2011-12-09,5,14,1027,2392.83,170.92,1,High-value active
13141.0,2011-01-28,2011-09-16,2011-12-09,84,5,1548,2388.75,477.75,1,High-value active
15370.0,2011-01-11,2011-10-30,2011-12-09,40,7,830,2386.05,340.86,1,High-value active
17530.0,2010-12-09,2011-12-08,2011-12-09,1,10,1526,2385.00,238.50,1,High-value active
14493.0,2011-07-07,2011-12-02,2011-12-09,7,5,1285,2383.24,476.65,1,High-value active
14554.0,2011-10-18,2011-11-29,2011-12-09,10,4,1478,2381.04,595.26,1,High-value active
14239.0,2011-01-27,2011-10-27,2011-12-09,43,11,993,2380.85,216.44,1,High-value active
15270.0,2011-02-02,2011-11-24,2011-12-09,15,7,1521,2379.49,339.93,1,High-value active
13722.0,2011-03-02,2011-07-31,2011-12-09,131,3,1401,2375.41,791.80,1,High-value at risk
17434.0,2011-09-15,2011-12-07,2011-12-09,2,7,1693,2373.82,339.12,1,High-value active
14930.0,2011-03-10,2011-08-23,2011-12-09,108,3,1166,2372.86,790.95,1,High-value at risk
13908.0,2011-03-08,2011-09-21,2011-12-09,79,4,1478,2369.55,592.39,1,High-value active
15755.0,2011-02-18,2011-11-29,2011-12-09,10,6,1427,2364.25,394.04,1,High-value active
12457.0,2011-04-14,2011-10-04,2011-12-09,66,7,843,2363.23,337.60,1,High-value active
17634.0,2011-01-06,2011-11-03,2011-12-09,36,9,840,2361.97,262.44,1,High-value active
14030.0,2010-12-08,2011-11-21,2011-12-09,18,8,1479,2360.09,295.01,1,High-value active
14440.0,2010-12-09,2011-12-01,2011-12-09,8,5,588,2357.68,471.54,1,High-value active
15140.0,2011-03-20,2011-10-18,2011-12-09,52,7,1572,2354.25,336.32,1,High-value active
14309.0,2010-12-16,2011-12-01,2011-12-09,8,9,1633,2352.53,261.39,1,High-value active
12704.0,2011-06-23,2011-12-02,2011-12-09,7,8,1006,2340.84,292.61,1,High-value active
18259.0,2010-12-08,2011-11-15,2011-12-09,24,3,714,2338.60,779.53,1,High-value active
12584.0,2011-03-04,2011-12-06,2011-12-09,3,9,416,2338.15,259.79,1,High-value active
18257.0,2011-02-16,2011-10-31,2011-12-09,39,8,1041,2337.63,292.20,1,High-value active
17954.0,2010-12-03,2011-12-04,2011-12-09,5,12,2234,2332.72,194.39,1,High-value active
15281.0,2011-01-10,2011-10-12,2011-12-09,58,9,1211,2332.15,259.13,1,High-value active
12782.0,2010-12-17,2011-12-05,2011-12-09,4,5,1086,2330.92,466.18,1,High-value active
15785.0,2011-02-17,2011-11-07,2011-12-09,32,5,1612,2328.97,465.79,1,High-value active
17313.0,2011-11-08,2011-11-08,2011-12-09,31,1,1402,2328.84,2328.84,1,One-time customer
17744.0,2010-12-16,2011-12-06,2011-12-09,3,6,3412,2322.40,387.07,1,High-value active
17211.0,2010-12-05,2011-11-13,2011-12-09,26,8,1323,2317.22,289.65,1,High-value active
14290.0,2010-12-13,2011-11-28,2011-12-09,11,5,915,2314.65,462.93,1,High-value active
15365.0,2011-01-28,2011-11-14,2011-12-09,25,7,1084,2314.32,330.62,1,High-value active
13994.0,2011-07-14,2011-12-06,2011-12-09,3,6,940,2313.14,385.52,1,High-value active
13704.0,2011-09-12,2011-12-04,2011-12-09,5,9,1531,2308.06,256.45,1,High-value active
15288.0,2010-12-09,2011-10-27,2011-12-09,43,5,775,2306.52,461.30,1,High-value active
16735.0,2011-01-09,2011-09-22,2011-12-09,78,5,1573,2300.56,460.11,1,High-value active
16550.0,2010-12-06,2011-08-23,2011-12-09,108,5,1540,2298.97,459.79,1,High-value at risk
15105.0,2011-07-28,2011-11-21,2011-12-09,18,7,1211,2298.93,328.42,1,High-value active
13115.0,2011-06-08,2011-11-28,2011-12-09,11,4,1567,2294.78,573.70,1,High-value active
15704.0,2011-05-08,2011-07-22,2011-12-09,140,4,1028,2293.62,573.41,1,High-value at risk
12615.0,2011-06-24,2011-12-07,2011-12-09,2,4,1376,2291.19,572.80,1,High-value active
13527.0,2011-01-17,2011-11-06,2011-12-09,33,7,1692,2287.51,326.79,1,High-value active
17696.0,2010-12-10,2011-11-01,2011-12-09,38,8,1756,2285.71,285.71,1,High-value active
12684.0,2011-05-10,2011-12-02,2011-12-09,7,7,1985,2283.63,326.23,1,High-value active
16782.0,2010-12-09,2011-11-29,2011-12-09,10,13,712,2279.90,175.38,1,High-value active
13317.0,2010-12-16,2011-10-04,2011-12-09,66,6,1035,2273.68,378.95,1,High-value active
17768.0,2011-06-26,2011-12-01,2011-12-09,8,3,1186,2273.18,757.73,1,High-value active
14466.0,2010-12-02,2011-11-10,2011-12-09,29,7,1006,2272.40,324.63,1,High-value active
13700.0,2011-01-16,2011-11-13,2011-12-09,26,10,2304,2265.12,226.51,1,High-value active
16057.0,2011-02-28,2011-11-23,2011-12-09,16,7,863,2263.12,323.30,1,High-value active
16209.0,2011-04-07,2011-09-12,2011-12-09,88,5,1179,2262.62,452.52,1,High-value active
14432.0,2011-09-11,2011-11-30,2011-12-09,9,6,2070,2255.51,375.92,1,High-value active
16293.0,2010-12-07,2011-11-18,2011-12-09,21,10,982,2248.99,224.90,1,High-value active
17442.0,2011-02-22,2011-11-03,2011-12-09,36,6,1496,2248.56,374.76,1,High-value active
15235.0,2010-12-01,2011-05-06,2011-12-09,217,12,1324,2247.51,187.29,1,High-value at risk
16771.0,2011-01-05,2011-11-06,2011-12-09,33,5,1489,2246.81,449.36,1,High-value active
15665.0,2011-04-10,2011-06-24,2011-12-09,168,2,1666,2242.01,1121.01,1,High-value at risk
14211.0,2011-02-17,2011-10-17,2011-12-09,53,9,1242,2241.10,249.01,1,High-value active
16743.0,2010-12-16,2011-11-10,2011-12-09,29,7,2047,2238.09,319.73,1,High-value active
14560.0,2010-12-17,2011-12-02,2011-12-09,7,22,1260,2237.77,101.72,1,High-value active
14700.0,2011-04-15,2011-11-07,2011-12-09,32,3,1342,2235.30,745.10,1,High-value active
16076.0,2011-05-15,2011-12-06,2011-12-09,3,10,1435,2234.73,223.47,1,High-value active
15834.0,2011-03-07,2011-09-30,2011-12-09,70,4,965,2233.75,558.44,1,High-value active
18242.0,2011-05-10,2011-09-28,2011-12-09,72,4,1017,2232.49,558.12,1,High-value active
14226.0,2011-03-15,2011-11-11,2011-12-09,28,5,1308,2232.19,446.44,1,High-value active
14825.0,2010-12-06,2011-12-06,2011-12-09,3,12,991,2226.91,185.58,1,High-value active
17591.0,2010-12-07,2011-09-27,2011-12-09,73,7,1009,2225.97,318.00,1,High-value active
12783.0,2011-09-25,2011-12-07,2011-12-09,2,6,624,2225.91,370.99,1,High-value active
13365.0,2011-05-06,2011-11-06,2011-12-09,33,2,1247,2225.37,1112.69,1,High-value active
15722.0,2011-02-22,2011-11-04,2011-12-09,35,5,1026,2222.56,444.51,1,High-value active
15811.0,2010-12-09,2011-11-17,2011-12-09,22,6,1071,2218.62,369.77,1,High-value active
12876.0,2011-05-27,2011-10-13,2011-12-09,57,2,1941,2218.02,1109.01,1,High-value active
12653.0,2011-02-16,2011-07-14,2011-12-09,148,2,919,2209.85,1104.93,1,High-value at risk
13862.0,2011-01-11,2011-11-21,2011-12-09,18,8,1688,2209.36,276.17,1,High-value active
15797.0,2011-01-24,2011-08-18,2011-12-09,113,4,873,2207.40,551.85,1,High-value at risk
15179.0,2011-01-24,2011-11-21,2011-12-09,18,5,1938,2206.95,441.39,1,High-value active
13831.0,2010-12-05,2011-11-23,2011-12-09,16,6,745,2202.99,367.17,1,High-value active
17406.0,2010-12-08,2011-01-10,2011-12-09,333,3,787,2200.42,733.47,1,High-value at risk
15123.0,2011-05-17,2011-12-02,2011-12-09,7,2,1195,2199.31,1099.66,1,High-value active
16628.0,2011-04-19,2011-11-10,2011-12-09,29,5,1205,2188.05,437.61,1,High-value active
15394.0,2010-12-16,2011-11-30,2011-12-09,9,4,910,2183.54,545.89,1,High-value active
14341.0,2011-01-25,2011-10-25,2011-12-09,45,8,1403,2182.28,272.79,1,High-value active
12856.0,2011-10-07,2011-12-02,2011-12-09,7,6,1079,2179.93,363.32,1,High-value active
12909.0,2011-03-31,2011-10-31,2011-12-09,39,5,1280,2178.67,435.73,1,High-value active
12501.0,2011-01-07,2011-01-07,2011-12-09,336,1,1783,2169.39,2169.39,1,One-time customer
12633.0,2011-02-25,2011-10-12,2011-12-09,58,4,1162,2163.98,541.00,1,High-value active
13755.0,2011-10-07,2011-12-06,2011-12-09,3,9,1264,2161.35,240.15,1,High-value active
12935.0,2011-01-24,2011-12-07,2011-12-09,2,7,1853,2160.70,308.67,1,High-value active
16456.0,2010-12-01,2011-09-01,2011-12-09,99,5,1148,2158.37,431.67,1,High-value at risk
14407.0,2011-03-08,2011-08-24,2011-12-09,107,6,1415,2157.73,359.62,1,High-value at risk
16379.0,2011-09-22,2011-12-05,2011-12-09,4,4,1410,2157.40,539.35,1,High-value active
13224.0,2011-07-11,2011-10-10,2011-12-09,60,2,1518,2155.95,1077.98,1,High-value active
16966.0,2011-04-13,2011-12-01,2011-12-09,8,7,1981,2154.97,307.85,1,High-value active
17272.0,2011-03-22,2011-10-28,2011-12-09,42,4,1778,2148.63,537.16,1,High-value active
14828.0,2011-01-07,2011-05-27,2011-12-09,196,3,2172,2139.76,713.25,1,High-value at risk
12560.0,2011-07-19,2011-12-04,2011-12-09,5,3,1110,2134.01,711.34,1,High-value active
17400.0,2010-12-21,2011-08-05,2011-12-09,126,5,1097,2129.96,425.99,1,High-value at risk
13517.0,2011-06-13,2011-10-11,2011-12-09,59,3,1369,2128.42,709.47,1,High-value active
14360.0,2011-09-06,2011-11-08,2011-12-09,31,4,1151,2128.23,532.06,1,High-value active
16407.0,2011-01-31,2011-11-27,2011-12-09,12,10,1124,2126.93,212.69,1,High-value active
14640.0,2011-04-26,2011-11-15,2011-12-09,24,6,886,2125.08,354.18,1,High-value active
15058.0,2011-01-31,2011-11-14,2011-12-09,25,11,1069,2124.99,193.18,1,High-value active
13632.0,2011-04-10,2011-11-15,2011-12-09,24,5,1037,2121.27,424.25,1,High-value active
18061.0,2010-12-08,2011-11-18,2011-12-09,21,10,955,2119.41,211.94,1,High-value active
18008.0,2011-01-25,2011-09-30,2011-12-09,70,9,1581,2116.19,235.13,1,High-value active
14691.0,2011-05-11,2011-11-09,2011-12-09,30,5,707,2114.33,422.87,1,High-value active
13265.0,2011-03-11,2011-10-17,2011-12-09,53,5,1752,2107.66,421.53,1,High-value active
18173.0,2011-03-10,2011-09-14,2011-12-09,86,4,1220,2106.84,526.71,1,High-value active
18093.0,2011-02-10,2011-09-07,2011-12-09,93,4,1392,2106.52,526.63,1,High-value at risk
14461.0,2011-03-23,2011-07-14,2011-12-09,148,3,766,2103.06,701.02,1,High-value at risk
14515.0,2011-05-05,2011-11-22,2011-12-09,17,6,1134,2102.09,350.35,1,High-value active
17861.0,2011-01-24,2011-12-06,2011-12-09,3,8,1988,2100.80,262.60,1,High-value active
15815.0,2011-03-25,2011-10-07,2011-12-09,63,5,1856,2100.60,420.12,1,High-value active
13126.0,2010-12-08,2011-12-05,2011-12-09,4,8,2143,2099.64,262.46,1,High-value active
12610.0,2011-08-05,2011-11-17,2011-12-09,22,5,1049,2099.54,419.91,1,High-value active
16875.0,2011-01-04,2011-10-03,2011-12-09,67,5,1069,2095.53,419.11,1,High-value active
17191.0,2010-12-06,2011-11-11,2011-12-09,28,7,1167,2095.13,299.30,1,High-value active
18283.0,2011-01-06,2011-12-06,2011-12-09,3,16,1397,2094.88,130.93,1,High-value active
14306.0,2011-09-15,2011-10-19,2011-12-09,51,2,1075,2093.32,1046.66,1,High-value active
13571.0,2011-03-31,2011-11-27,2011-12-09,12,12,1759,2092.32,174.36,1,High-value active
17490.0,2011-06-16,2011-12-09,2011-12-09,0,7,1134,2092.32,298.90,1,High-value active
13297.0,2011-10-03,2011-12-02,2011-12-09,7,4,963,2089.85,522.46,1,High-value active
18044.0,2010-12-14,2011-12-05,2011-12-09,4,10,1033,2088.60,208.86,1,High-value active
14810.0,2010-12-05,2011-10-30,2011-12-09,40,11,1016,2087.88,189.81,1,High-value active
16954.0,2010-12-15,2011-12-09,2011-12-09,0,9,1054,2085.08,231.68,1,High-value active
18231.0,2011-02-24,2011-05-31,2011-12-09,192,5,821,2083.27,416.65,1,High-value at risk
14696.0,2010-12-01,2011-12-05,2011-12-09,4,7,1630,2078.95,296.99,1,High-value active
14209.0,2011-01-11,2011-11-29,2011-12-09,10,6,691,2073.43,345.57,1,High-value active
18241.0,2011-05-06,2011-11-30,2011-12-09,9,17,1051,2073.09,121.95,1,High-value active
18219.0,2010-12-06,2011-12-07,2011-12-09,2,10,885,2069.77,206.98,1,High-value active
14482.0,2011-04-14,2011-11-21,2011-12-09,18,6,1646,2068.15,344.69,1,High-value active
12948.0,2011-03-20,2011-11-23,2011-12-09,16,7,1080,2064.95,294.99,1,High-value active
12928.0,2010-12-15,2011-11-04,2011-12-09,35,5,1472,2062.70,412.54,1,High-value active
16281.0,2011-09-28,2011-09-28,2011-12-09,72,1,934,2062.06,2062.06,1,One-time customer
14409.0,2010-12-06,2011-09-29,2011-12-09,71,6,1230,2059.45,343.24,1,High-value active
12518.0,2011-08-21,2011-12-09,2011-12-09,0,5,1318,2056.89,411.38,2,High-value active
17667.0,2011-02-14,2011-10-04,2011-12-09,66,5,1033,2055.51,411.10,2,High-value active
14188.0,2011-02-02,2011-11-09,2011-12-09,30,6,1162,2054.36,342.39,2,High-value active
16150.0,2010-12-02,2011-10-28,2011-12-09,42,5,1047,2053.02,410.60,2,High-value active
17086.0,2011-10-07,2011-12-02,2011-12-09,7,6,1859,2050.08,341.68,2,High-value active
17612.0,2011-02-15,2011-10-17,2011-12-09,53,6,1808,2048.45,341.41,2,High-value active
14232.0,2011-03-20,2011-10-28,2011-12-09,42,5,1941,2048.07,409.61,2,High-value active
17625.0,2011-03-27,2011-11-21,2011-12-09,18,4,1198,2047.00,511.75,2,High-value active
13495.0,2010-12-06,2011-12-02,2011-12-09,7,5,829,2044.87,408.97,2,High-value active
17597.0,2011-05-10,2011-05-10,2011-12-09,213,1,1176,2044.37,2044.37,2,One-time customer
17090.0,2010-12-20,2011-12-05,2011-12-09,4,7,921,2043.95,291.99,2,High-value active
13450.0,2011-05-05,2011-11-13,2011-12-09,26,6,1982,2043.72,340.62,2,High-value active
14001.0,2010-12-01,2011-10-25,2011-12-09,45,3,962,2043.08,681.03,2,High-value active
12585.0,2010-12-23,2011-04-19,2011-12-09,234,2,1279,2040.10,1020.05,2,High-value at risk
13593.0,2011-01-07,2011-08-23,2011-12-09,108,5,731,2037.08,407.42,2,High-value at risk
18069.0,2011-01-16,2011-11-13,2011-12-09,26,5,1311,2036.67,407.33,2,High-value active
17846.0,2011-09-15,2011-09-15,2011-12-09,85,1,1,2033.10,2033.10,2,One-time customer
13630.0,2011-02-27,2011-12-04,2011-12-09,5,7,1391,2031.78,290.25,2,High-value active
16409.0,2011-01-26,2011-11-03,2011-12-09,36,5,1306,2028.88,405.78,2,High-value active
17337.0,2011-02-02,2011-07-11,2011-12-09,151,4,1269,2027.87,506.97,2,High-value at risk
16358.0,2011-06-08,2011-12-08,2011-12-09,1,4,1302,2027.50,506.88,2,High-value active
14544.0,2010-12-13,2011-11-15,2011-12-09,24,2,1543,2024.45,1012.23,2,High-value active
15341.0,2011-09-20,2011-09-20,2011-12-09,80,1,812,2020.52,2020.52,2,One-time customer
14506.0,2010-12-05,2011-11-22,2011-12-09,17,5,730,2012.17,402.43,2,High-value active
15531.0,2011-11-09,2011-12-01,2011-12-09,8,2,1105,2007.44,1003.72,2,High-value active
15372.0,2011-07-25,2011-07-25,2011-12-09,137,1,2924,2007.40,2007.40,2,One-time customer
16098.0,2010-12-01,2011-09-13,2011-12-09,87,7,613,2005.63,286.52,2,High-value active
14730.0,2011-03-08,2011-12-08,2011-12-09,1,8,1132,2005.06,250.63,2,High-value active
14217.0,2010-12-08,2011-12-08,2011-12-09,1,17,689,2004.98,117.94,2,High-value active
14462.0,2011-01-04,2011-10-04,2011-12-09,66,11,964,2004.02,182.18,2,High-value active
17082.0,2011-01-25,2011-11-06,2011-12-09,33,2,1049,2003.85,1001.93,2,High-value active
16754.0,2010-12-02,2010-12-02,2011-12-09,372,1,4280,2002.40,2002.40,2,One-time customer
15493.0,2011-03-14,2011-11-07,2011-12-09,32,5,560,2001.80,400.36,2,High-value active
18188.0,2011-02-22,2011-11-24,2011-12-09,15,3,1168,2001.04,667.01,2,High-value active
13305.0,2010-12-02,2011-12-05,2011-12-09,4,10,1232,2000.86,200.09,2,High-value active
16698.0,2011-03-31,2011-04-27,2011-12-09,226,2,840,1998.00,999.00,2,High-value at risk
17827.0,2010-12-10,2011-12-04,2011-12-09,5,5,1247,1995.46,399.09,2,High-value active
18204.0,2011-05-31,2011-09-29,2011-12-09,71,3,1200,1993.70,664.57,2,High-value active
17679.0,2011-09-15,2011-10-18,2011-12-09,52,2,729,1992.11,996.06,2,High-value active
17088.0,2011-03-31,2011-11-11,2011-12-09,28,4,868,1991.01,497.75,2,High-value active
13246.0,2011-01-13,2011-11-21,2011-12-09,18,6,1602,1987.30,331.22,2,High-value active
13590.0,2011-02-09,2011-11-28,2011-12-09,11,6,1848,1981.92,330.32,2,High-value active
13725.0,2011-02-04,2011-10-21,2011-12-09,49,8,806,1980.56,247.57,2,High-value active
17422.0,2011-02-16,2011-11-23,2011-12-09,16,6,2253,1979.37,329.90,2,High-value active
16341.0,2011-05-22,2011-11-15,2011-12-09,24,4,1398,1971.87,492.97,2,High-value active
17997.0,2011-06-28,2011-09-26,2011-12-09,74,8,2298,1970.67,246.33,2,High-value active
12674.0,2011-05-16,2011-11-01,2011-12-09,38,4,1133,1970.60,492.65,2,High-value active
17790.0,2010-12-10,2011-11-13,2011-12-09,26,14,836,1965.55,140.40,2,High-value active
17218.0,2010-12-06,2011-12-05,2011-12-09,4,10,958,1960.72,196.07,2,High-value active
15351.0,2010-12-05,2011-11-27,2011-12-09,12,7,753,1960.11,280.02,2,High-value active
14498.0,2010-12-13,2011-10-28,2011-12-09,42,5,1098,1957.32,391.46,2,High-value active
12853.0,2011-01-28,2011-07-28,2011-12-09,134,6,800,1957.10,326.18,2,High-value at risk
17554.0,2011-07-14,2011-12-08,2011-12-09,1,5,1763,1952.45,390.49,2,High-value active
14533.0,2010-12-22,2011-11-15,2011-12-09,24,7,4019,1949.72,278.53,2,High-value active
14653.0,2011-01-05,2011-12-08,2011-12-09,1,7,950,1947.55,278.22,2,High-value active
15814.0,2011-10-20,2011-11-23,2011-12-09,16,4,1271,1945.33,486.33,2,High-value active
15518.0,2011-01-11,2011-10-06,2011-12-09,64,8,1273,1942.45,242.81,2,High-value active
14418.0,2011-08-23,2011-12-06,2011-12-09,3,3,1711,1937.25,645.75,2,High-value active
14472.0,2010-12-19,2011-08-28,2011-12-09,103,8,1160,1936.84,242.11,2,High-value at risk
15864.0,2011-01-27,2011-11-17,2011-12-09,22,6,1192,1936.32,322.72,2,High-value active
15157.0,2010-12-16,2011-12-06,2011-12-09,3,3,2392,1936.07,645.36,2,High-value active
12528.0,2011-01-31,2011-11-30,2011-12-09,9,6,756,1933.48,322.25,2,High-value active
14655.0,2011-05-01,2011-12-01,2011-12-09,8,4,1089,1932.23,483.06,2,High-value active
14978.0,2011-01-13,2011-09-28,2011-12-09,72,5,525,1931.42,386.28,2,High-value active
16983.0,2010-12-05,2011-11-27,2011-12-09,12,7,1379,1931.25,275.89,2,High-value active
13094.0,2010-12-06,2011-11-18,2011-12-09,21,12,1716,1927.32,160.61,2,High-value active
16942.0,2011-04-26,2011-11-27,2011-12-09,12,9,811,1920.59,213.40,2,High-value active
15021.0,2010-12-08,2011-12-01,2011-12-09,8,9,847,1914.82,212.76,2,High-value active
17368.0,2011-01-06,2011-11-16,2011-12-09,23,8,1391,1912.67,239.08,2,High-value active
14285.0,2011-06-16,2011-11-18,2011-12-09,21,4,541,1910.01,477.50,2,High-value active
16426.0,2011-03-08,2011-12-07,2011-12-09,2,10,1243,1908.25,190.83,2,High-value active
17228.0,2010-12-02,2011-11-24,2011-12-09,15,8,1532,1906.09,238.26,2,High-value active
14210.0,2010-12-03,2011-08-26,2011-12-09,105,6,760,1905.84,317.64,2,High-value at risk
15819.0,2011-03-08,2011-10-21,2011-12-09,49,4,1357,1905.45,476.36,2,High-value active
14250.0,2011-09-11,2011-12-02,2011-12-09,7,3,1200,1904.05,634.68,2,High-value active
12762.0,2011-11-14,2011-12-02,2011-12-09,7,2,1227,1898.52,949.26,2,High-value active
17463.0,2011-01-30,2011-11-23,2011-12-09,16,5,1095,1896.41,379.28,2,High-value active
17870.0,2010-12-08,2011-12-07,2011-12-09,2,12,1401,1894.35,157.86,2,High-value active
14934.0,2011-03-02,2011-09-19,2011-12-09,81,2,1042,1890.94,945.47,2,High-value active
12371.0,2011-10-11,2011-10-26,2011-12-09,44,2,591,1887.96,943.98,2,High-value active
15641.0,2010-12-15,2011-08-26,2011-12-09,105,4,1562,1887.20,471.80,2,High-value at risk
16170.0,2011-04-05,2011-10-20,2011-12-09,50,6,1770,1885.05,314.18,2,High-value active
13890.0,2010-12-16,2011-12-08,2011-12-09,1,10,831,1883.81,188.38,2,High-value active
16128.0,2011-03-02,2011-11-22,2011-12-09,17,5,988,1880.22,376.04,2,High-value active
17738.0,2011-03-02,2011-11-20,2011-12-09,19,4,1029,1879.05,469.76,2,High-value active
15367.0,2011-03-09,2011-10-13,2011-12-09,57,4,1057,1877.59,469.40,2,High-value active
17293.0,2010-12-13,2011-12-01,2011-12-09,8,9,1140,1875.11,208.35,2,High-value active
16986.0,2011-11-09,2011-11-10,2011-12-09,29,2,1040,1873.20,936.60,2,High-value active
13982.0,2010-12-09,2011-10-31,2011-12-09,39,4,1136,1871.81,467.95,2,High-value active
16474.0,2011-07-17,2011-12-02,2011-12-09,7,7,943,1871.50,267.36,2,High-value active
17469.0,2011-05-19,2011-11-23,2011-12-09,16,5,787,1870.97,374.19,2,High-value active
16841.0,2011-02-25,2011-11-03,2011-12-09,36,6,2250,1869.82,311.64,2,High-value active
14524.0,2010-12-14,2011-11-08,2011-12-09,31,9,676,1867.68,207.52,2,High-value active
17787.0,2010-12-03,2011-07-10,2011-12-09,152,4,910,1865.19,466.30,2,High-value at risk
16201.0,2011-08-22,2011-12-06,2011-12-09,3,4,1286,1863.47,465.87,2,High-value active
14887.0,2011-09-21,2011-09-21,2011-12-09,79,1,1100,1862.00,1862.00,2,One-time customer
12423.0,2010-12-21,2011-12-09,2011-12-09,0,8,1339,1859.31,232.41,2,High-value active
17873.0,2010-12-01,2011-09-20,2011-12-09,80,5,1047,1859.16,371.83,2,High-value active
14305.0,2011-07-27,2011-09-29,2011-12-09,71,3,1089,1858.96,619.65,2,High-value active
12963.0,2010-12-09,2011-12-01,2011-12-09,8,8,881,1856.63,232.08,2,High-value active
16979.0,2011-02-15,2011-12-06,2011-12-09,3,6,865,1852.00,308.67,2,High-value active
13421.0,2011-02-22,2011-10-30,2011-12-09,40,2,1181,1851.08,925.54,2,High-value active
12383.0,2010-12-22,2011-06-08,2011-12-09,184,5,1532,1850.56,370.11,2,High-value at risk
12381.0,2011-08-12,2011-12-05,2011-12-09,4,5,808,1845.31,369.06,2,High-value active
17519.0,2010-12-06,2011-11-22,2011-12-09,17,6,1236,1844.02,307.34,2,High-value active
18180.0,2011-07-20,2011-12-05,2011-12-09,4,6,1721,1843.75,307.29,2,High-value active
12950.0,2011-11-15,2011-12-07,2011-12-09,2,3,1380,1843.00,614.33,2,High-value active
17015.0,2011-06-07,2011-11-11,2011-12-09,28,3,1981,1842.56,614.19,2,High-value active
16102.0,2011-08-03,2011-10-28,2011-12-09,42,3,942,1842.14,614.05,2,High-value active
16455.0,2010-12-03,2011-10-07,2011-12-09,63,7,988,1841.18,263.03,2,High-value active
14113.0,2010-12-20,2011-12-06,2011-12-09,3,4,745,1840.42,460.11,2,High-value active
14216.0,2011-11-02,2011-12-06,2011-12-09,3,4,594,1839.30,459.83,2,High-value active
13924.0,2011-09-28,2011-12-08,2011-12-09,1,6,1575,1838.85,306.48,2,High-value active
14459.0,2011-07-07,2011-07-07,2011-12-09,155,1,760,1837.92,1837.92,2,One-time customer
18287.0,2011-05-22,2011-10-28,2011-12-09,42,3,1586,1837.28,612.43,2,High-value active
13650.0,2011-03-17,2011-11-23,2011-12-09,16,6,922,1836.34,306.06,2,High-value active
15827.0,2010-12-02,2011-09-27,2011-12-09,73,14,882,1836.09,131.15,2,High-value active
13048.0,2011-01-16,2011-11-25,2011-12-09,14,4,1238,1835.91,458.98,2,High-value active
14665.0,2011-02-02,2011-10-10,2011-12-09,60,5,740,1835.70,367.14,2,High-value active
16152.0,2011-03-16,2011-03-16,2011-12-09,268,1,642,1829.04,1829.04,2,One-time customer
15203.0,2011-02-01,2011-11-14,2011-12-09,25,6,1753,1827.80,304.63,2,High-value active
18122.0,2011-07-12,2011-12-01,2011-12-09,8,6,1234,1826.21,304.37,2,High-value active
17702.0,2011-05-17,2011-11-09,2011-12-09,30,4,1353,1824.37,456.09,2,High-value active
16153.0,2010-12-20,2011-10-21,2011-12-09,49,5,1073,1824.23,364.85,2,High-value active
17705.0,2011-02-11,2011-12-06,2011-12-09,3,9,963,1823.52,202.61,2,High-value active
